pl_name,disc_year,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_bmasse,pl_dens,pl_eqt,pl_insol,pl_orbeccen,pl_orbincl,st_teff,st_rad,st_mass,st_lum,st_age,sy_dist
"Gliese 12 b",2024,"Transit",12.76141800000,0.0670000000,0.93000000,9.50000000000000e-01,0.95000000,6.400000,314.60,1.6200,0.240000,89.25000,3328.00,0.265000,0.255000,-2.13787,7.0000,12.21000000
"HD 209458 b",1999,"Radial Velocity",3.52474859000,0.0470700000,15.58051000,2.32015900000000e+02,232.01590000,0.362000,1459.00,587.0980,0.000000,86.71000,6091.00,1.190000,1.230000,0.23086,3.1000,48.30160000
"Qatar-2 b",2011,"Transit",1.33711647000,0.0215300000,14.05600000,7.92635000000000e+02,792.63500000,1.573000,1344.00,,0.000000,86.12000,4645.00,0.776000,0.743000,-0.68320,5.0000,181.37400000
"TOI-2015 c",2025,"Transit Timing Variations",5.58279600000,0.0412320000,2.93000000,8.91000000000000e+00,8.91000000,1.950000,448.00,6.6800,0.000330,85.70000,3297.00,0.327300,0.304100,-1.49214,5.5000,47.34440000
"KMT-2017-BLG-1146L b",2019,"Microlensing",,1.6000000000,14.00000000,2.30000000000000e+02,230.00000000,0.461000,,,,,,,0.330000,,,6500.00000000
"WASP-133 b",2016,"Transit",2.17642300000,0.0345000000,13.56289000,3.68682800000000e+02,368.68280000,0.880000,1790.00,2054.7956,0.170000,87.00000,5700.00,1.440000,1.160000,0.30545,6.8000,559.08400000
"TOI-564 b",2020,"Transit",1.65114400000,0.0273400000,11.43318000,4.64985290000000e+02,464.98529000,1.700000,1714.00,1423.0000,0.072000,78.38000,5640.00,1.088000,0.998000,0.03262,7.3000,199.58100000
"Kepler-1656 c",2022,"Radial Velocity",1919.00000000000,3.0530000000,14.00000000,1.26400000000000e+02,126.40000000,0.253000,,,0.527000,,5569.00,1.100000,1.030000,0.02083,6.3100,185.87500000
"HATS-55 b",2019,"Transit",4.20420010000,0.0541200000,14.02245900,2.92721430000000e+02,292.72143000,0.587000,1367.00,355.9090,0.092000,86.32000,6214.00,1.126000,1.195500,0.22891,0.4000,609.83800000
"WASP-183 b",2019,"Transit",4.11177710000,0.0463200000,16.47723000,1.59550660000000e+02,159.55066000,0.210000,1111.00,268.7176,,85.37000,5313.00,0.871000,0.784000,-0.20873,14.9000,325.37700000
"WASP-170 b",2018,"Transit",2.34478022000,0.0337000000,12.28506400,5.08528000000000e+02,508.52800000,1.600000,1422.00,680.0000,,84.87000,5600.00,0.938000,0.930000,-0.11351,,305.60300000
"OGLE-2018-BLG-0298L b",2022,"Microlensing",,2.8600000000,7.56000000,4.44959769800000e+01,44.49597698,0.566000,,,,,,,0.690000,,,6540.00000000
"OGLE-2013-BLG-0102L b",2014,"Microlensing",,0.8000000000,12.30000000,4.10000000000000e+03,4100.00000000,12.100000,,,,,,,0.096000,,,3040.00000000
"TOI-1472 b",2024,"Transit",6.36338574000,0.0640000000,4.05800000,1.80500000000000e+01,18.05000000,1.490000,891.00,110.0201,0.041000,89.95400,5100.00,0.840000,0.870000,-0.35556,3.1000,121.84000000
"TOI-5786 b",2025,"Transit",12.77910700000,0.1140000000,8.54000000,7.30000000000000e+01,73.00000000,0.640000,1040.00,374.4620,,88.90000,6235.00,1.360000,1.230000,0.39733,2.5000,192.47500000
"TOI-125 c",2019,"Transit",9.15059000000,0.0814000000,2.75900000,6.63000000000000e+00,6.63000000,1.730000,827.80,77.5900,0.066000,88.54000,5320.00,0.848000,0.859000,-0.28483,6.8000,111.05900000
"TOI-5153 b",2022,"Transit",20.33003000000,0.1580000000,11.88151954,1.03612060682000e+03,1036.12060682,3.390000,906.00,49.5559,0.091000,88.27000,6300.00,1.400000,1.240000,0.46423,5.4000,390.48400000
"LP 714-47 b",2020,"Transit",4.05203700000,0.0417000000,4.70000000,3.08000000000000e+01,30.80000000,1.700000,700.00,38.5441,0.040000,87.30000,3950.00,0.584000,0.590000,-1.12494,,52.61600000
"TOI-1184 b",2024,"Transit",5.74843380300,0.0560270000,2.39000000,6.80000000000000e+00,6.80000000,2.630000,715.47,57.5400,0.000000,,4534.00,0.690000,0.710000,-0.70115,5.3000,58.59460000
"HD 106270 b",2011,"Radial Velocity",1888.00000000000,3.3400000000,12.40000000,3.62324383980000e+03,3623.24383980,10.400000,,,0.185000,63.00000,5509.00,2.660000,1.390000,0.75587,4.3000,93.80800000
"TOI-4406 b",2023,"Transit",30.08364000000,0.2010000000,11.20898070,9.53485221000000e+01,95.34852210,0.372000,904.00,58.0054,0.150000,88.48000,6219.00,1.290000,1.190000,0.36173,2.9000,261.83400000
"HATS-10 b",2015,"Transit",3.31284600000,0.0449100000,10.86152100,1.67178580000000e+02,167.17858000,0.700000,1407.00,836.8558,0.501000,87.79000,5880.00,1.105000,1.101000,0.11700,3.3000,534.88900000
"TOI-762 A b",2024,"Transit",3.47168260000,0.0341800000,8.33948164,7.97749301570000e+01,79.77493016,0.760000,555.40,17.0012,0.083000,87.50000,3266.00,0.425000,0.442000,-1.73283,9.3000,98.44580000
"HATS-61 b",2018,"Transit",7.81795300000,0.0790800000,13.39475500,1.08062200000000e+03,1080.62200000,2.470000,1226.10,374.2000,0.092000,87.15000,5542.00,1.664000,1.076000,0.36922,8.9000,679.76100000
"WASP-132 b",2016,"Transit",7.13351640000,0.0674000000,10.09929161,1.36030558196000e+02,136.03055820,0.730000,682.00,58.5000,0.016300,89.46000,4686.00,0.758000,0.789000,-0.57512,7.2000,122.91000000
"Kepler-60 c",2012,"Transit",8.91870000000,0.0842200000,1.90000000,3.85000000000000e+00,3.85000000,3.060000,1023.00,236.0000,0.039000,87.32000,5905.00,1.257000,1.041000,0.36906,8.9100,1025.10000000
"WASP-49 b",2012,"Transit",2.78174000000,0.0379000000,12.44199000,1.17597100000000e+02,117.59710000,0.288000,1400.00,615.4709,0.000000,84.89000,5600.00,0.970000,0.920000,-0.05339,11.9000,194.55300000
"WASP-15 b",2009,"Transit",3.75210000000,0.0516500000,15.80469000,1.71628200000000e+02,171.62820000,0.263000,1676.00,1237.7366,0.000000,85.96000,6300.00,1.480000,1.180000,0.49000,2.4000,282.09100000
"GJ 9827 d",2017,"Transit",6.20183000000,0.0530000000,1.98000000,3.02000000000000e+00,3.02000000,2.510000,675.00,34.9000,0.000000,87.41000,4236.00,0.580000,0.620000,-1.00436,5.4650,29.66100000
"K2-32 e",2019,"Transit",4.34934000000,0.0489900000,1.21200000,2.10000000000000e+00,2.10000000,6.300000,1066.00,,0.043000,89.00000,5271.00,0.860000,0.830000,-0.29607,7.9000,157.68200000
"TOI-5108 b",2025,"Transit",6.75358100000,0.0730000000,6.60000000,3.20000000000000e+01,32.00000000,0.600000,1180.00,122.7850,,85.91000,5808.00,1.290000,1.100000,0.27505,5.8000,130.91900000
"TOI-4914 b",2024,"Transit",10.60057000000,0.0980000000,12.87000000,2.27000000000000e+02,227.00000000,0.590000,894.00,18.1082,0.408000,86.35000,5805.00,1.000000,1.030000,0.00903,5.3000,299.89000000
"Kepler-411 b",2013,"Transit",3.00515600000,0.0375000000,2.40100000,2.56000000000000e+01,25.60000000,10.300000,1138.00,201.3000,0.146000,87.40000,4974.00,0.820000,0.870000,-0.57899,0.2120,153.67600000
"TOI-1416 b",2023,"Transit",1.06975680000,0.0190000000,1.62000000,3.48000000000000e+00,3.48000000,4.500000,1517.00,883.0000,0.000000,85.70000,4884.00,0.793000,0.798000,-0.46008,6.9000,55.01350000
"K2-31 b",2016,"Transit",1.25785000000,0.0220000000,11.88154000,5.63830420000000e+02,563.83042000,0.032000,1688.00,1272.0000,0.000000,79.90000,5280.00,0.780000,0.910000,-0.11028,,110.52700000
"K2-39 b",2016,"Transit",4.60543000000,0.0570800000,6.27704000,2.86047000000000e+01,28.60470000,0.930000,1670.00,1356.0000,0.000000,80.39000,4881.00,2.970000,0.660000,0.67409,6.7000,307.47000000
"TOI-4515 b",2024,"Transit",15.26644600000,0.1180000000,12.17000000,6.37000000000000e+02,637.00000000,1.941000,705.00,42.2987,0.461000,87.95400,5433.00,0.860000,0.949000,-0.23582,1.2000,193.49900000
"HAT-P-41 b",2012,"Transit",2.69405000000,0.0425800000,22.97845000,3.78217700000000e+02,378.21770000,0.204000,1941.00,2485.0721,0.000000,87.70000,6390.00,2.050000,2.560000,0.62800,2.2000,348.18500000
"AU Mic c",2021,"Transit",18.85902300000,0.1190000000,2.79000000,1.44600000000000e+01,14.46000000,3.900000,424.70,7.3000,0.180000,89.46000,3540.00,0.862000,0.635000,-0.97757,0.0190,9.72210000
"HAT-P-7 b",2008,"Transit",2.20474000000,0.0380900000,16.92559000,5.84807200000000e+02,584.80720000,0.712000,2733.00,4353.4080,0.000000,83.11000,6389.00,2.000000,1.560000,0.81420,1.7800,341.07900000
"AU Mic b",2020,"Transit",8.46344600000,0.0700000000,4.79000000,8.99000000000000e+00,8.99000000,0.490000,554.80,21.2000,0.070000,88.39000,3540.00,0.862000,0.635000,-0.97757,0.0190,9.72210000
"WASP-63 b",2012,"Transit",4.37808000000,0.0574000000,15.80469000,1.17597100000000e+02,117.59710000,0.173000,1469.91,1103.2708,0.000000,87.80000,5550.00,1.860000,1.280000,0.44936,8.3000,290.68400000
"TOI-3540 A b",2022,"Transit",3.11999900000,0.0428900000,23.53885947,3.75037520260000e+02,375.03752026,0.065000,1498.00,841.3000,0.000000,81.93000,5810.00,1.228000,1.081000,0.19005,6.0000,
"HATS-62 b",2018,"Transit",3.27688370000,0.0416300000,11.82549500,5.68915700000000e+01,56.89157000,0.076000,1237.00,387.4000,0.298000,87.92000,5416.00,0.933000,0.896000,-0.17328,9.5500,523.06700000
"KMT-2016-BLG-1836L b",2019,"Microlensing",,3.5000000000,13.30000000,7.00000000000000e+02,700.00000000,1.630000,,,,,,,0.490000,,,7100.00000000
"TOI-3160 A b",2025,"Transit",3.97128100000,0.0505000000,13.76462830,3.78215804330000e+02,378.21580433,0.790000,1539.00,933.0000,0.180000,84.63000,6190.00,1.346000,1.088000,0.37840,5.5000,567.67800000
"TOI-6255 b",2024,"Transit",0.23818244000,,1.07900000,1.44000000000000e+00,1.44000000,6.300000,1256.46,588.9944,0.000000,74.40000,3421.00,0.370000,0.353000,-1.77344,,20.31670000
"TOI-157 b",2020,"Transit",2.08454350000,0.0313800000,14.41477400,3.75039400000000e+02,375.03940000,0.686000,1588.00,1062.0000,0.000000,82.01000,5404.00,1.167000,0.948000,0.01995,12.8200,355.68300000
"OGLE-2017-BLG-0640L b",2024,"Microlensing",,1.1400000000,13.50000000,5.14882019340000e+02,514.88201934,1.150000,,,,,,,0.320000,,,6630.00000000
"OGLE-2013-BLG-1761L b",2018,"Microlensing",,1.8000000000,13.20000000,8.60000000000000e+02,860.00000000,2.050000,,,,,,,0.330000,,,6900.00000000
"OGLE-2017-BLG-1099L b",2021,"Microlensing",,2.7300000000,13.10000000,9.59841789140000e+02,959.84178914,2.350000,,,,,,,0.450000,,,7250.00000000
"Kepler-414 b",2014,"Transit Timing Variations",4.70000000000,0.0543000000,1.71000000,3.50000000000000e+00,3.50000000,3.850000,1024.00,241.1710,0.000000,89.45000,5536.00,0.946000,0.890000,-0.16917,1.5500,413.46000000
"Kepler-109 c",2014,"Transit",21.22265000000,0.1546000000,2.65000000,8.20000000000000e+00,8.20000000,2.400000,859.00,91.0000,0.098000,89.63000,5950.00,1.387000,1.094000,0.34654,6.2000,474.86100000
"HAT-P-61 b",2021,"Transit",1.90231289000,0.0301000000,10.07687365,3.35944626199000e+02,335.94462620,1.800000,1505.00,849.5000,0.113000,83.62000,5587.00,0.938000,1.004000,-0.11520,2.6000,338.84000000
"TOI-1130 c",2020,"Transit",8.35018980000,0.0731000000,13.00000000,3.36000000000000e+02,336.00000000,0.827042,650.00,30.0000,0.039800,87.61000,4360.00,0.697000,0.745000,-0.85387,5.4000,58.26090000
"TOI-1516 b",2022,"Transit",2.05601400000,,15.24421375,1.00433776612000e+03,1004.33776612,1.560000,1839.00,1899.8300,,90.00000,6520.00,1.140000,1.140000,0.39065,4.8200,247.05400000
"OGLE-2017-BLG-0406L b",2020,"Microlensing",,3.5000000000,14.20000000,1.30000000000000e+02,130.00000000,0.249000,,,,,,,0.560000,,,5200.00000000
"KMT-2017-BLG-0428L b",2023,"Microlensing",,1.8100000000,2.23000000,5.59000000000000e+00,5.59000000,2.770000,,,,,,,0.340000,,,5400.00000000
"WASP-121 b",2016,"Transit",1.27492504000,0.0257100000,19.52604438,3.71859236190000e+02,371.85923619,0.275000,2409.00,6216.4100,0.000000,88.49000,6628.00,1.461000,1.330000,0.64372,1.1100,269.89800000
"TOI-663 b",2024,"Transit",2.59890200000,0.0295000000,2.27000000,4.45000000000000e+00,4.45000000,2.070000,674.00,49.1000,,89.14000,3681.00,0.512000,0.514000,-1.37033,,64.23080000
"TOI-1259 A b",2021,"Transit",3.47797800000,0.0407000000,11.45557828,1.40162327487000e+02,140.16232749,0.513000,963.00,153.1389,0.000000,89.70000,4775.00,0.711000,0.744000,-0.58996,4.8000,118.10600000
"Qatar-4 b",2017,"Transit",1.80535640000,0.0280300000,12.72221500,1.93876300000000e+03,1938.76300000,5.100000,1385.00,614.0000,0.000000,87.50000,5215.00,0.849000,0.896000,-0.31785,0.1700,329.03600000
"K2-113 b",2017,"Transit",5.81768500000,0.0642000000,12.14000000,4.10000700000000e+02,410.00070000,1.970000,1098.00,277.3900,0.000000,86.21000,5660.00,1.240000,1.040000,0.00860,5.9000,635.72200000
"TOI-150.01",2019,"Transit",5.85748700000,0.0703700000,14.06729500,7.97753300000000e+02,797.75330000,1.680000,1404.50,750.9220,0.262000,88.09000,6255.00,1.526000,1.351000,0.49651,2.3460,336.26700000
"TOI-2107 b",2024,"Transit",2.45454670000,0.0351500000,13.57407563,2.63797577810000e+02,263.79757781,0.577000,1397.00,508.4680,0.033000,89.44000,5627.00,0.932000,0.961000,-0.10458,4.0000,236.70500000
"KMT-2020-BLG-0414L c",2021,"Microlensing",,22.3000000000,11.90000000,8.58136698900000e+03,8581.36698900,28.000000,,,,,,,0.490000,,,1220.00000000
"HD 16175 b",2009,"Radial Velocity",990.00000000000,2.1200000000,12.80000000,1.87518760130000e+03,1875.18760130,4.910000,,,0.600000,59.00000,5981.00,1.720000,1.630000,0.50786,3.3000,59.85900000
"K2-146 c",2019,"Transit",4.00498000000,0.0327000000,2.19000000,7.49000000000000e+00,7.49000000,3.920000,,,0.075000,87.54000,3385.00,0.330000,0.331000,-1.82391,5.0000,79.30020000
"OGLE-2013-BLG-0341L B b",2014,"Microlensing",,0.7020000000,1.16000000,1.66000000000000e+00,1.66000000,5.840000,,,,,,,0.112700,,,911.00000000
"TOI-1248 b",2024,"Transit",4.36015610000,0.0510000000,6.80848590,2.74000000000000e+01,27.40000000,0.470000,952.09,202.0739,0.000000,,5205.00,0.868600,0.904200,-0.30016,5.5000,168.73500000
"Qatar-7 b",2019,"Transit",2.03204600000,0.0352000000,19.05530000,5.97520400000000e+02,597.52040000,0.502000,2053.00,2886.2922,0.000000,89.00000,6387.00,1.564000,1.409000,0.56348,1.6900,705.98100000
"HATS-22 b",2017,"Transit",4.72281240000,0.0502500000,10.68217700,8.70854200000000e+02,870.85420000,3.890000,858.00,111.2990,0.079000,87.96000,4803.00,0.689000,0.759000,-0.64589,,229.51800000
"TOI-4465 b",2025,"Transit",101.94054000000,0.4160000000,14.01122587,1.87200931723000e+03,1872.00931723,3.730000,427.00,130.5280,0.240000,89.95000,5545.00,1.014000,0.930000,-0.07267,,121.13900000
"TOI-2345 b",2025,"Transit",1.05285730000,0.0170500000,1.50400000,3.49000000000000e+00,3.49000000,5.640000,1478.00,791.0000,,86.90000,4687.00,0.729000,0.727000,-0.63639,6.3000,81.65410000
"TOI-5788 c",2026,"Transit",16.21336200000,0.1197000000,2.27200000,6.40000000000000e+00,6.40000000,3.032489,667.00,49.8000,0.046000,89.60000,5615.00,0.870000,0.870000,-0.14752,5.7200,97.61400000
"TOI-5788 b",2026,"Transit",6.34075800000,0.0640000000,1.52800000,3.72000000000000e+00,3.72000000,5.734161,910.00,175.1000,0.061000,87.94000,5615.00,0.870000,0.870000,-0.14752,5.7200,97.61400000
"HAT-P-38 b",2012,"Transit",4.64038200000,0.0523000000,9.24700000,8.48570000000000e+01,84.85700000,0.590000,1082.00,243.0337,0.067000,88.30000,5330.00,0.923000,0.886000,-0.20800,10.1000,255.20600000
"HD 106315 b",2017,"Transit",9.55237000000,0.0907000000,2.44000000,1.26000000000000e+01,12.60000000,4.700000,1153.00,277.0000,0.093000,87.54000,6327.00,1.296000,1.091000,0.39454,4.4800,109.35300000
"TOI-1136 g",2022,"Transit",39.54500000000,0.2290000000,2.53000000,5.60000000000000e+00,5.60000000,1.900000,574.00,,0.040000,89.50000,5770.00,0.968000,1.022000,-0.02687,0.7000,84.53620000
"TOI-5232 b",2024,"Transit",4.09666920000,0.0559300000,12.77823800,7.43718472380000e+02,743.71847238,1.960000,1772.00,1193.8600,0.035000,88.30000,6500.00,1.785000,1.389000,0.71265,2.3700,609.38800000
"TOI-912 b",2025,"Transit",4.67806910000,0.0410000000,1.93000000,5.10000000000000e+00,5.10000000,4.000000,551.00,15.0000,0.580000,88.70000,3572.00,0.419000,0.418000,-1.59007,0.8000,26.10720000
"V1298 Tau e",2019,"Transit",48.67771400000,0.2689000000,10.17000000,1.53000000000000e+01,15.30000000,0.080000,527.00,10.0000,0.012400,89.40000,4970.00,1.320000,1.100000,-0.02045,0.0200,108.19900000
"V1298 Tau c",2019,"Transit",8.24916400000,0.0824000000,5.08000000,4.70000000000000e+00,4.70000000,0.200000,953.00,146.0000,0.009400,88.49000,4970.00,1.320000,1.100000,-0.02045,0.0200,108.19900000
"HAT-P-64 b",2021,"Transit",4.00723200000,0.0538700000,19.08889413,1.84340476060000e+02,184.34047606,0.144000,1766.00,1611.0000,0.101000,88.01000,6457.00,1.735000,1.298000,0.66839,2.8800,651.89700000
"HATS-40 b",2018,"Transit",3.26427360000,0.0499700000,17.71022000,5.05349700000000e+02,505.34970000,0.490000,2101.00,3163.3762,0.312000,85.80000,6460.00,2.260000,1.561000,0.90309,2.0700,1342.29000000
"HD 28109 c",2022,"Transit",55.99712000000,0.3080000000,4.13000000,9.20000000000000e+00,9.20000000,0.700000,643.00,29.9535,0.003900,89.61000,6189.00,1.425000,1.227000,0.43297,3.2000,139.61100000
"TOI-1749 c",2021,"Transit",4.49290000000,0.0443000000,2.12000000,1.40000000000000e+01,14.00000000,,673.00,36.1539,0.019000,88.80000,3985.00,0.550000,0.580000,-1.15649,0.8000,99.55610000
"TOI-431 b",2021,"Transit",0.49004700000,0.0113000000,1.28000000,3.07000000000000e+00,3.07000000,8.000000,1862.00,2120.4475,0.000000,84.30000,4850.00,0.731000,0.780000,-0.56509,,32.56860000
"TOI-2158 b",2022,"Transit",8.60077000000,0.0750000000,10.76062147,2.60619293740000e+02,260.61929374,1.140000,1188.00,81.4989,0.070000,85.70000,5673.00,1.410000,1.120000,0.23080,8.0000,198.47300000
"WISPIT 2 b",2025,"Imaging",,57.0000000000,17.93436912,1.54146777395000e+03,1541.46777395,1.470000,,,,,4400.00,1.418000,1.080000,-0.15552,0.0051,134.90700000
"WISPIT 2 c",2026,"Imaging",,14.0000000000,17.93436912,3.17828407000000e+03,3178.28407000,3.030000,2050.00,,,,4530.00,1.300000,1.080000,-0.17000,0.0051,134.90700000
"CWISEP J193518.59-154620.3 b",2025,"Imaging",,2.4800000000,12.20000000,4.92634030850000e+03,4926.34030850,14.900000,390.00,,,,,,0.024000,,5.5000,14.43000000
"TOI-283 b",2025,"Transit",17.61745000000,0.1230000000,2.34000000,6.54000000000000e+00,6.54000000,2.810000,661.00,30.4000,0.000000,89.12000,5213.00,0.850000,0.800000,-0.33724,10.4000,82.70130000
"TOI-2046 b",2022,"Transit",1.49718420000,,16.14093221,7.31005336100000e+02,731.00533610,0.955000,1828.82,2643.6550,,83.60000,6250.00,1.210000,1.130000,0.27967,0.4500,289.66800000
"TOI-1758 b",2024,"Transit",20.70507468500,0.1414090000,3.62000000,6.90000000000000e+00,6.90000000,0.830000,551.44,21.0500,0.000000,,5169.00,0.810000,0.880000,-0.37263,7.5000,96.62150000
"HATS-51 b",2017,"Transit",3.34887020000,0.0463900000,15.80469000,2.44093440000000e+02,244.09344000,0.340000,1553.00,740.2246,0.330000,87.10000,5758.00,1.440000,1.187000,0.30963,4.7400,389.57000000
"HR 858 d",2019,"Transit",11.23051100000,0.1046000000,2.00100000,7.10000000000000e+00,7.10000000,4.900000,1061.00,217.0000,0.000000,87.72000,6354.00,1.258000,1.204000,0.36361,2.0000,31.96400000
"Kepler-102 c",2014,"Transit",7.07139200000,0.0670200000,0.56700000,1.70000000000000e+00,1.70000000,52.000000,777.00,61.0000,0.094000,89.82000,4909.00,0.724000,0.803000,-0.58436,1.1000,107.79600000
"TOI-3493 b",2025,"Transit",8.15946670000,,3.22000000,8.97000000000000e+00,8.97000000,1.470000,1102.00,245.0000,,89.25000,5844.00,1.228000,1.023000,0.19294,7.3000,96.72240000
"Wolf 327 b",2024,"Transit",0.57347450000,0.0100000000,1.24000000,2.53000000000000e+00,2.53000000,7.240000,996.00,233.9000,0.000000,84.89000,3542.00,0.406000,0.405000,-1.62986,4.1000,28.53210000
"HATS-74 A b",2021,"Transit",1.73185606000,0.0238400000,11.56766808,4.64029474220000e+02,464.02947422,1.640000,895.10,106.9000,0.044000,87.39000,3776.90,0.575800,0.601000,-1.21610,11.0000,299.38900000
"TOI-1278 b",2021,"Transit",14.47567000000,0.0950000000,12.21778896,5.87982552950000e+03,5879.82552950,18.000000,407.87,6.5402,0.013000,88.30000,3799.00,0.573000,0.540000,-1.21183,,75.57590000
"WASP-97 b",2014,"Transit",2.07276000000,0.0330300000,12.77826000,4.32248800000000e+02,432.24880000,1.210000,1555.00,1414.8700,0.000000,88.00000,5640.00,1.080000,1.180000,0.07149,4.8000,151.06800000
"Kepler-98 b",2014,"Transit",1.54168000000,0.0261400000,1.99000000,3.55000000000000e+00,3.55000000,2.180000,1592.00,1107.3890,0.000000,86.47000,5539.00,1.110000,0.990000,-0.13324,2.7900,350.31500000
"Kepler-238 b",2014,"Transit",2.09087600000,0.0340000000,1.73000000,3.30502000000000e+03,3305.02000000,526.000000,1642.00,2500.5880,0.000000,77.03000,5751.00,1.430000,1.229000,0.43048,4.7900,1798.75000000
"WASP-46 b",2011,"Transit",1.43036763000,0.0233500000,13.15936600,6.07055300000000e+02,607.05530000,1.467000,1636.00,1281.2408,0.000000,82.80000,5600.00,0.858000,0.828000,-0.11113,9.6000,375.31000000
"WASP-48 b",2011,"Transit",2.14363000000,0.0344400000,16.81350000,2.54264000000000e+02,254.26400000,0.415000,2035.00,3410.2601,0.000000,80.09000,5920.00,1.580000,0.880000,0.58013,7.9000,454.14400000
"WASP-6 b",2009,"Transit",3.36100260000,0.0421700000,12.54284940,1.48425866069000e+02,148.42586607,0.440298,1167.00,288.0000,0.054000,89.00000,5438.00,0.790000,0.854000,-0.29675,3.2000,197.11900000
